"","applicantAge","householdComposition","grossIncome","primaryResidence","homeOwnersInsurance","floodInsurance","ihpEligible","sbaApproved","registrationMethod","homeDamage","destroyed","residenceType"
"7325","65+","1","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"7326","35-49","4","$30,001-$60,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7327","35-49","4","$60,001-$120,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7328","19-34","2","$15,000-$30,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7329","35-49","3","$60,001-$120,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7330","19-34","2","$60,001-$120,000","1","1","0","1","1","Mobile","1","0","House/Duplex"
"7331","50-64","3","$60,001-$120,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7332","35-49","2","$60,001-$120,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7333","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7334","50-64","1","$60,001-$120,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7335","19-34",">5","$30,001-$60,000","1","1","1","0","0","Internet","1","0","House/Duplex"
"7336","19-34","1","$30,001-$60,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7337","35-49","2","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7338","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7339","35-49","4","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"7340","35-49","3","$120,001-$175,000","0","1","0","1","0","Internet","1","0","House/Duplex"
"7341","50-64","2","<$15,000","1","1","1","1","0","Internet","0","0","House/Duplex"
"7342","65+","1","$30,001-$60,000","1","1","1","1","0","Internet","0","0","House/Duplex"
"7343","19-34",">5","<$15,000","1","0","0","1","0","Internet","1","0","Apartment"
"7344","35-49","3","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"7345","50-64","2","$60,001-$120,000","1","1","0","1","1","Mobile","1","0","House/Duplex"
"7346","19-34","3","$120,001-$175,000","1","0","0","1","0","Internet","1","0","Apartment"
"7347","50-64","1",">$175,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"7348","65+","2","$30,001-$60,000","1","1","1","1","0","Call Center","1","0","House/Duplex"
"7349","50-64","2","$15,000-$30,000","1","1","0","1","0","Mobile","0","0","House/Duplex"
"7350","50-64","1","$15,000-$30,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7351","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7352","35-49","3","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7353","19-34","1","$60,001-$120,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7354","19-34","5","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7355","50-64","2","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7356","50-64","1","<$15,000","0","0","0","0","0","Mobile","1","0","House/Duplex"
"7357","19-34","2","$15,000-$30,000","1","0","1","0","0","Internet","1","0","House/Duplex"
"7358","35-49","5","<$15,000","1","0","0","0","0","Mobile","1","0","Townhouse"
"7359","19-34","2","<$15,000","1","0","0","1","0","Mobile","0","0","House/Duplex"
"7360","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7361","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"7362","35-49","1","<$15,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"7363","19-34","2","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7364","35-49","2","$30,001-$60,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"7365","35-49","2","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7366","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7367","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7368","50-64","1","$30,001-$60,000","1","0","0","0","0","Internet","0","0","Townhouse"
"7369","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7370","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7371","65+","2","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7372","19-34","5","$15,000-$30,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7373","19-34","1","$15,000-$30,000","1","0","0","1","0","Internet","0","0","House/Duplex"
"7374","50-64","2","<$15,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"7375","19-34","1","<$15,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7376","50-64","1","$60,001-$120,000","0","0","0","0","0","Internet","1","0","Other"
"7377","35-49","2","$60,001-$120,000","1","1","0","0","0","Call Center","0","0","House/Duplex"
"7378","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Townhouse"
"7379","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7380","35-49","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7381","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Mobile Home"
"7382","35-49","1","$30,001-$60,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7383","19-34","2","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7384","35-49","2","$30,001-$60,000","1","0","1","1","0","Mobile","1","0","Apartment"
"7385","35-49","3","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7386","35-49","3","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7387","35-49","4","<$15,000","1","0","0","1","0","Mobile","1","0","Townhouse"
"7388","35-49","4","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7389","19-34","2","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7390","19-34","3","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7391","19-34","2","$30,001-$60,000","1","0","1","1","0","Mobile","0","0","Apartment"
"7392","50-64","2","<$15,000","1","0","0","1","0","Call Center","0","0","Apartment"
"7393","35-49","3","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7394","19-34","1","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7395","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7396","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Travel Trailer"
"7397","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","0","0","Condo"
"7398","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7399","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7400","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7401","19-34","3","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7402","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7403","50-64","2","$120,001-$175,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7404","35-49","1","<$15,000","1","0","0","0","0","DSAT","1","0","Correctional Facility"
"7405","35-49","1","<$15,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7406","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7407","19-34","1","<$15,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"7408","65+","2","$15,000-$30,000","1","1","1","1","0","Call Center","1","0","House/Duplex"
"7409","19-34","1","$15,000-$30,000","1","0","0","1","0","Internet","1","0","Apartment"
"7410","19-34",">5","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7411","35-49","2","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7412","35-49","4","$60,001-$120,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"7413","19-34","3","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Townhouse"
"7414","19-34","2","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7415","65+","1","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7416","19-34","1","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7417","19-34","2","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"7418","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7419","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7420","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7421","35-49","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7422","35-49","2","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7423","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7424","35-49","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7425","35-49","1","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7426","50-64","4","$30,001-$60,000","1","1","0","0","0","Call Center","1","0","House/Duplex"
"7427","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7428","35-49","1","<$15,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7429","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7430","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7431","35-49","1","$60,001-$120,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"7432","35-49","5","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7433","19-34","1","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7434","50-64","4","<$15,000","1","0","0","1","0","Internet","1","0","Apartment"
"7435","19-34","4","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7436","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7437","35-49","1","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7438","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7439","35-49","1","<$15,000","1","0","0","1","0","Internet","1","0","Apartment"
"7440","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7441","35-49","2",">$175,000","1","0","1","0","0","Mobile","1","0","House/Duplex"
"7442","19-34","1","$30,001-$60,000","1","1","1","0","0","Internet","1","0","House/Duplex"
"7443","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Townhouse"
"7444","50-64","1","$60,001-$120,000","1","0","0","0","0","Mobile","1","0","Condo"
"7445","65+","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7446","50-64","3","$30,001-$60,000","1","0","1","0","0","Internet","1","0","House/Duplex"
"7447","35-49","1","<$15,000","1","0","0","0","0","DSAT","1","0","Other"
"7448","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Mobile Home"
"7449","50-64","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7450","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7451","50-64","1","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7452","50-64","1","$60,001-$120,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7453","19-34","2","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7454","35-49","1","<$15,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7455","50-64","4","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"7456","35-49","4","$30,001-$60,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7457","35-49","5","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7458","19-34","4","<$15,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7459","19-34",">5","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7460","<19","1","<$15,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7461","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7462","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7463","65+","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7464","19-34","1","$30,001-$60,000","1","0","0","0","1","Call Center","1","0","House/Duplex"
"7465","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7466","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7467","35-49","1","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7468","19-34","1","$60,001-$120,000","1","0","1","1","0","Internet","0","0","Apartment"
"7469","50-64","3","$30,001-$60,000","1","0","0","0","0","DSAT","1","0","Apartment"
"7470","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7471","35-49","1","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"7472","65+","1","$15,000-$30,000","1","0","0","1","0","Internet","0","0","Apartment"
"7473","35-49","3","<$15,000","1","0","0","1","0","Internet","1","0","Apartment"
"7474","19-34","3","$15,000-$30,000","1","0","0","1","0","Internet","0","0","Apartment"
"7475","50-64","4","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7476","35-49","1","<$15,000","1","0","0","1","0","Call Center","0","0","Apartment"
"7477","50-64","2","$30,001-$60,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7478","19-34","1","$30,001-$60,000","1","0","0","0","0","Internet","0","0","Apartment"
"7479","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7480","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7481","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7482","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","0","0","Apartment"
"7483","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7484","19-34","1","<$15,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"7485","65+","1","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"7486","35-49","3","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7487","19-34","5","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7488","35-49","3","$60,001-$120,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7489","65+","2","<$15,000","1","0","0","1","0","Internet","1","0","Apartment"
"7490","35-49",">5","$30,001-$60,000","1","0","1","0","0","Internet","1","0","House/Duplex"
"7491","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7492","50-64","4","<$15,000","1","0","1","0","0","Call Center","1","0","House/Duplex"
"7493","19-34",">5","$15,000-$30,000","1","0","1","0","0","Mobile","1","0","House/Duplex"
"7494","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7495","35-49","1","<$15,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7496","50-64","2","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7497","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Other"
"7498","50-64","2","<$15,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"7499","35-49","4","$30,001-$60,000","1","0","0","1","0","Mobile","0","0","House/Duplex"
"7500","65+","1","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7501","50-64","4","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7502","19-34","2","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7503","50-64","1","<$15,000","1","0","0","0","0","Mobile","1","0","Townhouse"
"7504","65+","1","<$15,000","1","0","0","1","0","Internet","1","0","Assisted Living Facility"
"7505","19-34","5","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7506","35-49","1","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7507","50-64","4","$30,001-$60,000","1","1","0","0","0","Call Center","1","0","Other"
"7508","50-64","3","$15,000-$30,000","1","1","0","0","0","Call Center","1","0","House/Duplex"
"7509","35-49",">5","$30,001-$60,000","1","1","1","0","0","Internet","1","0","House/Duplex"
"7510","19-34","1","$60,001-$120,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7511","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Other"
"7512","65+","1","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7513","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7514","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7515","65+","3","$30,001-$60,000","1","1","1","0","0","Call Center","1","0","House/Duplex"
"7516","19-34","5","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7517","<19",">5","$30,001-$60,000","1","0","0","0","0","Call Center","1","0","Mobile Home"
"7518","65+","3","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7519","19-34","2","$60,001-$120,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7520","50-64","5","<$15,000","1","1","0","0","0","Call Center","1","0","House/Duplex"
"7521","50-64","2","$60,001-$120,000","1","1","1","0","0","Mobile","1","0","House/Duplex"
"7522","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Other"
"7523","35-49","2","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Other"
"7524","35-49","5","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7525","50-64","3","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
